Timestamp,Temperature,Humidity,Soil Moisture,Rain Status,Pump Status
45:07.1,30.800002,47.5,82.051288,No,OFF
45:08.3,30.800002,47.5,79.09646,No,OFF
45:09.7,30.800002,47.5,77.26496,No,OFF
45:11.0,30.800002,47.5,76.8254,No,OFF
45:12.2,30.800002,47.4,76.7033,No,OFF
45:13.6,30.800002,47.5,75.45788,No,OFF
45:14.8,30.800002,47.4,75.2381,Yes,OFF
45:16.1,30.800002,47.5,75.01832,Yes,OFF
45:17.5,30.800002,47.5,74.60318,Yes,OFF
45:18.9,30.800002,47.5,74.28571,Yes,OFF
45:20.4,30.800002,47.5,52.063496,Yes,OFF
45:21.8,30.800002,47.5,65.71429,Yes,OFF
45:23.2,30.800002,47.5,61.587304,Yes,OFF
45:24.7,30.800002,47.5,53.992676,Yes,OFF
45:26.1,30.800002,47.5,53.284496,Yes,OFF
45:27.5,30.800002,47.5,53.870576,Yes,OFF
45:28.8,30.800002,47.5,53.5286968,Yes,OFF
45:30.0,30.800002,47.5,60.561664,Yes,OFF
45:31.4,30.800002,47.5,53.137976,Yes,OFF
45:32.7,30.800002,47.5,55.067156,No,ON
45:34.1,30.800002,47.5,52.551896,No,ON
45:35.5,30.800002,47.5,57.41148,No,ON
45:37.0,30.800002,47.5,52.600736,No,ON
45:38.2,30.800002,47.5,53.553116,No,ON
45:39.6,30.800002,47.5,50.525032,No,ON
45:41.1,30.800002,47.5,52.356536,No,ON
